"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"92";"2025-06-13 12:43:33";"Push";"3720";"Triceps Extension (Cable)";"18";"24.5";"13";"";"";"";"";""
"93";"2025-06-16 16:50:09";"Pull";"2940";"Pull Up";"1";"0.0";"12";"";"";"";"";""
"93";"2025-06-16 16:50:09";"Pull";"2940";"Pull Up";"2";"0.0";"9";"";"";"";"";""
"93";"2025-06-16 16:50:09";"Pull";"2940";"Pull Up";"3";"0.0";"7";"";"";"";"";""
"93";"2025-06-16 16:50:09";"Pull";"2940";"Lat Pulldown (Cable)";"4";"50.5";"10";"";"";"";"";""
"93";"2025-06-16 16:50:09";"Pull";"2940";"Lat Pulldown (Cable)";"5";"59.0";"12";"";"";"";"";""
"93";"2025-06-16 16:50:09";"Pull";"2940";"Lat Pulldown (Cable)";"6";"46.0";"8";"";"";"";"";""
"93";"2025-06-16 16:50:09";"Pull";"2940";"Seated Wide-Grip Row (Cable)";"7";"46.5";"11";"";"";"";"";""
"93";"2025-06-16 16:50:09";"Pull";"2940";"Seated Wide-Grip Row (Cable)";"8";"60.5";"10";"";"";"";"";""
"93";"2025-06-16 16:50:09";"Pull";"2940";"Seated Wide-Grip Row (Cable)";"9";"46.5";"8";"";"";"";"";""
"93";"2025-06-16 16:50:09";"Pull";"2940";"Reverse Fly (Machine)";"10";"6.5";"14";"";"";"";"";""
"93";"2025-06-16 16:50:09";"Pull";"2940";"Reverse Fly (Machine)";"11";"9.0";"12";"";"";"";"";""
"93";"2025-06-16 16:50:09";"Pull";"2940";"Reverse Fly (Machine)";"12";"16.0";"15";"";"";"";"";""
"93";"2025-06-16 16:50:09";"Pull";"2940";"Bicep Curl (Barbell)";"13";"21.0";"9";"";"";"";"";""
"93";"2025-06-16 16:50:09";"Pull";"2940";"Bicep Curl (Barbell)";"14";"17.5";"10";"";"";"";"";""
"93";"2025-06-16 16:50:09";"Pull";"2940";"Bicep Curl (Barbell)";"15";"27.0";"9";"";"";"";"";""
"93";"2025-06-16 16:50:09";"Pull";"2940";"Bicep Curl (Barbell)";"16";"22.0";"8";"";"";"";"";""
"93";"2025-06-16 16:50:09";"Pull";"2940";"Bicep Curl (Dumbbell)";"17";"11.5";"12";"";"";"";"";""
"93";"2025-06-16 16:50:09";"Pull";"2940";"Bicep Curl (Dumbbell)";"18";"9.5";"10";"";"";"";"";""
"93";"2025-06-16 16:50:09";"Pull";"2940";"Bicep Curl (Dumbbell)";"19";"13.5";"10";"";"";"";"";""
"93";"2025-06-16 16:50:09";"Pull";"2940";"Bicep Curl (Dumbbell)";"20";"11.0";"11";"";"";"";"";""
"94";"2025-06-19 08:05:44";"Leg Day";"5100";"Running (Treadmill)";"1";"";"";"";"1975.0";"484.0";"";""
"94";"2025-06-19 08:05:44";"Leg Day";"5100";"Squat (Barbell)";"2";"73.5";"10";"";"";"";"";""
"94";"2025-06-19 08:05:44";"Leg Day";"5100";"Squat (Barbell)";"3";"50.5";"7";"";"";"";"";""
"94";"2025-06-19 08:05:44";"Leg Day";"5100";"Squat (Barbell)";"4";"109.0";"9";"";"";"";"";""
"94";"2025-06-19 08:05:44";"Leg Day";"5100";"Squat (Barbell)";"5";"80.0";"10";"";"";"";"";""
"94";"2025-06-19 08:05:44";"Leg Day";"5100";"Seated Leg Press (Machine)";"6";"168.5";"11";"";"";"";"";""
"94";"2025-06-19 08:05:44";"Leg Day";"5100";"Seated Leg Press (Machine)";"7";"159.5";"11";"";"";"";"";""
"94";"2025-06-19 08:05:44";"Leg Day";"5100";"Seated Leg Press (Machine)";"8";"120.5";"11";"";"";"";"";""
"94";"2025-06-19 08:05:44";"Leg Day";"5100";"Seated Leg Press (Machine)";"9";"171.5";"8";"";"";"";"";""
"94";"2025-06-19 08:05:44";"Leg Day";"5100";"Leg Extension (Machine)";"10";"40.5";"11";"";"";"";"";""
"94";"2025-06-19 08:05:44";"Leg Day";"5100";"Leg Extension (Machine)";"11";"35.5";"13";"";"";"";"";""
"94";"2025-06-19 08:05:44";"Leg Day";"5100";"Leg Extension (Machine)";"12";"56.5";"10";"";"";"";"";""
"94";"2025-06-19 08:05:44";"Leg Day";"5100";"Seated Leg Curl (Machine)";"13";"47.0";"13";"";"";"";"";""
"94";"2025-06-19 08:05:44";"Leg Day";"5100";"Seated Leg Curl (Machine)";"14";"51.5";"11";"";"";"";"";""
"94";"2025-06-19 08:05:44";"Leg Day";"5100";"Seated Leg Curl (Machine)";"15";"47.5";"13";"";"";"";"";""
"94";"2025-06-19 08:05:44";"Leg Day";"5100";"Hip Abductor (Machine)";"16";"64.0";"12";"";"";"";"";""
"94";"2025-06-19 08:05:44";"Leg Day";"5100";"Hip Abductor (Machine)";"17";"76.5";"10";"";"";"";"";""
"94";"2025-06-19 08:05:44";"Leg Day";"5100";"Hip Abductor (Machine)";"18";"65.0";"14";"";"";"";"";""
"94";"2025-06-19 08:05:44";"Leg Day";"5100";"Hip Adductor (Machine)";"19";"62.0";"12";"";"";"";"";""
"94";"2025-06-19 08:05:44";"Leg Day";"5100";"Hip Adductor (Machine)";"20";"60.5";"15";"";"";"";"";""
"94";"2025-06-19 08:05:44";"Leg Day";"5100";"Hip Adductor (Machine)";"21";"60.0";"13";"";"";"";"";""
"94";"2025-06-19 08:05:44";"Leg Day";"5100";"Hip Adductor (Machine)";"22";"69.5";"15";"";"";"";"";""
"94";"2025-06-19 08:05:44";"Leg Day";"5100";"Standing Calf Raise (Machine)";"23";"117.5";"13";"";"";"";"";""
"94";"2025-06-19 08:05:44";"Leg Day";"5100";"Standing Calf Raise (Machine)";"24";"118.5";"17";"";"";"";"";""
"94";"2025-06-19 08:05:44";"Leg Day";"5100";"Standing Calf Raise (Machine)";"25";"136.0";"12";"";"";"";"";""
"94";"2025-06-19 08:05:44";"Leg Day";"5100";"Standing Calf Raise (Machine)";"26";"145.0";"16";"";"";"";"";""
"95";"2025-06-20 16:53:33";"Upper Body";"4500";"Bench Press (Barbell)";"1";"60.5";"9";"";"";"";"";""
"95";"2025-06-20 16:53:33";"Upper Body";"4500";"Bench Press (Barbell)";"2";"88.5";"9";"";"";"";"";""
"95";"2025-06-20 16:53:33";"Upper Body";"4500";"Bench Press (Barbell)";"3";"66.5";"8";"";"";"";"";""
"95";"2025-06-20 16:53:33";"Upper Body";"4500";"Bench Press (Barbell)";"4";"66.0";"10";"";"";"";"";""
"95";"2025-06-20 16:53:33";"Upper Body";"4500";"Seated Row (Cable)";"5";"46.0";"9";"";"";"";"";""
"95";"2025-06-20 16:53:33";"Upper Body";"4500";"Seated Row (Cable)";"6";"46.5";"10";"";"";"";"";""
"95";"2025-06-20 16:53:33";"Upper Body";"4500";"Seated Row (Cable)";"7";"42.0";"10";"";"";"";"";""
"95";"2025-06-20 16:53:33";"Upper Body";"4500";"Seated Row (Cable)";"8";"43.5";"8";"";"";"";"";""
"95";"2025-06-20 16:53:33";"Upper Body";"4500";"Shoulder Press (Plate Loaded)";"9";"43.0";"9";"";"";"";"";""
"95";"2025-06-20 16:53:33";"Upper Body";"4500";"Shoulder Press (Plate Loaded)";"10";"29.0";"9";"";"";"";"";""
"95";"2025-06-20 16:53:33";"Upper Body";"4500";"Shoulder Press (Plate Loaded)";"11";"29.5";"12";"";"";"";"";""
"95";"2025-06-20 16:53:33";"Upper Body";"4500";"Shoulder Press (Plate Loaded)";"12";"30.5";"8";"";"";"";"";""
"95";"2025-06-20 16:53:33";"Upper Body";"4500";"Lat Pulldown (Cable)";"13";"50.5";"8";"";"";"";"";""
"95";"2025-06-20 16:53:33";"Upper Body";"4500";"Lat Pulldown (Cable)";"14";"47.5";"10";"";"";"";"";""
"95";"2025-06-20 16:53:33";"Upper Body";"4500";"Lat Pulldown (Cable)";"15";"56.5";"8";"";"";"";"";""
"95";"2025-06-20 16:53:33";"Upper Body";"4500";"Bicep Curl (Cable)";"16";"19.0";"11";"";"";"";"";""
"95";"2025-06-20 16:53:33";"Upper Body";"4500";"Bicep Curl (Cable)";"17";"19.0";"11";"";"";"";"";""
"95";"2025-06-20 16:53:33";"Upper Body";"4500";"Bicep Curl (Cable)";"18";"16.5";"11";"";"";"";"";""
"95";"2025-06-20 16:53:33";"Upper Body";"4500";"Triceps Extension (Machine)";"19";"36.0";"11";"";"";"";"";""
"95";"2025-06-20 16:53:33";"Upper Body";"4500";"Triceps Extension (Machine)";"20";"40.5";"12";"";"";"";"";""
"95";"2025-06-20 16:53:33";"Upper Body";"4500";"Triceps Extension (Machine)";"21";"40.0";"10";"";"";"";"";""
"95";"2025-06-20 16:53:33";"Upper Body";"4500";"Crunch (Machine)";"22";"55.5";"14";"";"";"";"";""
"95";"2025-06-20 16:53:33";"Upper Body";"4500";"Crunch (Machine)";"23";"36.0";"15";"";"";"";"";""
"95";"2025-06-20 16:53:33";"Upper Body";"4500";"Crunch (Machine)";"24";"49.5";"13";"";"";"";"";""
"95";"2025-06-20 16:53:33";"Upper Body";"4500";"Crunch (Machine)";"25";"53.0";"12";"";"";"";"";""
"96";"2025-06-23 12:00:11";"Full Body";"4680";"Squat (Barbell)";"1";"65.5";"9";"";"";"";"";""
"96";"2025-06-23 12:00:11";"Full Body";"4680";"Squat (Barbell)";"2";"68.0";"8";"";"";"";"";""
"96";"2025-06-23 12:00:11";"Full Body";"4680";"Squat (Barbell)";"3";"76.5";"9";"";"";"";"";""
"96";"2025-06-23 12:00:11";"Full Body";"4680";"Bench Press (Barbell)";"4";"60.0";"10";"";"";"";"";""
"96";"2025-06-23 12:00:11";"Full Body";"4680";"Bench Press (Barbell)";"5";"65.5";"9";"";"";"";"";""
"96";"2025-06-23 12:00:11";"Full Body";"4680";"Bench Press (Barbell)";"6";"72.5";"8";"";"";"";"";""
"96";"2025-06-23 12:00:11";"Full Body";"4680";"Seated Row (Machine)";"7";"54.5";"11";"";"";"";"";""
"96";"2025-06-23 12:00:11";"Full Body";"4680";"Seated Row (Machine)";"8";"56.5";"10";"";"";"";"";""
"96";"2025-06-23 12:00:11";"Full Body";"4680";"Seated Row (Machine)";"9";"53.5";"10";"";"";"";"";""
"96";"2025-06-23 12:00:11";"Full Body";"4680";"Shoulder Press (Machine)";"10";"50.0";"9";"";"";"";"";""
"96";"2025-06-23 12:00:11";"Full Body";"4680";"Shoulder Press (Machine)";"11";"45.5";"10";"";"";"";"";""
"96";"2025-06-23 12:00:11";"Full Body";"4680";"Shoulder Press (Machine)";"12";"50.5";"8";"";"";"";"";""
"96";"2025-06-23 12:00:11";"Full Body";"4680";"Bicep Curl (Machine)";"13";"26.5";"11";"";"";"";"";""
"96";"2025-06-23 12:00:11";"Full Body";"4680";"Bicep Curl (Machine)";"14";"31.5";"10";"";"";"";"";""
"96";"2025-06-23 12:00:11";"Full Body";"4680";"Standing Calf Raise (Machine)";"15";"105.0";"14";"";"";"";"";""
"96";"2025-06-23 12:00:11";"Full Body";"4680";"Standing Calf Raise (Machine)";"16";"106.0";"18";"";"";"";"";""
"96";"2025-06-23 12:00:11";"Full Body";"4680";"Standing Calf Raise (Machine)";"17";"97.5";"20";"";"";"";"";""
"96";"2025-06-23 12:00:11";"Full Body";"4680";"Standing Calf Raise (Machine)";"18";"122.0";"13";"";"";"";"";""
"96";"2025-06-23 12:00:11";"Full Body";"4680";"Crunch (Machine)";"19";"49.0";"17";"";"";"";"";""
"96";"2025-06-23 12:00:11";"Full Body";"4680";"Crunch (Machine)";"20";"34.0";"12";"";"";"";"";""
"96";"2025-06-23 12:00:11";"Full Body";"4680";"Crunch (Machine)";"21";"28.5";"14";"";"";"";"";""
"97";"2025-06-24 16:34:19";"Push";"3000";"Running (Treadmill)";"1";"";"";"";"1283.0";"293.0";"";""
"97";"2025-06-24 16:34:19";"Push";"3000";"Bench Press (Barbell)";"2";"61.0";"12";"";"";"";"";""
"97";"2025-06-24 16:34:19";"Push";"3000";"Bench Press (Barbell)";"3";"59.0";"12";"";"";"";"";""
"97";"2025-06-24 16:34:19";"Push";"3000";"Bench Press (Barbell)";"4";"63.0";"11";"";"";"";"";""
"97";"2025-06-24 16:34:19";"Push";"3000";"Bench Press (Barbell)";"5";"79.0";"10";"";"";"";"";""
"97";"2025-06-24 16:34:19";"Push";"3000";"Incline Chest Press (Machine)";"6";"55.0";"12";"";"";"";"";""
"97";"2025-06-24 16:34:19";"Push";"3000";"Incline Chest Press (Machine)";"7";"62.5";"10";"";"";"";"";""
"97";"2025-06-24 16:34:19";"Push";"3000";"Incline Chest Press (Machine)";"8";"56.0";"9";"";"";"";"";""
"97";"2025-06-24 16:34:19";"Push";"3000";"Chest Fly";"9";"15.5";"10";"";"";"";"";""
"97";"2025-06-24 16:34:19";"Push";"3000";"Chest Fly";"10";"14.0";"12";"";"";"";"";""
"97";"2025-06-24 16:34:19";"Push";"3000";"Chest Fly";"11";"18.0";"13";"";"";"";"";""
"97";"2025-06-24 16:34:19";"Push";"3000";"Shoulder Press (Machine)";"12";"44.0";"9";"";"";"";"";""
"97";"2025-06-24 16:34:19";"Push";"3000";"Shoulder Press (Machine)";"13";"55.0";"10";"";"";"";"";""
"97";"2025-06-24 16:34:19";"Push";"3000";"Shoulder Press (Machine)";"14";"41.5";"12";"";"";"";"";""
"97";"2025-06-24 16:34:19";"Push";"3000";"Shoulder Press (Machine)";"15";"45.0";"8";"";"";"";"";""
"97";"2025-06-24 16:34:19";"Push";"3000";"Front Raise (Cable)";"16";"9.5";"15";"";"";"";"";""
"97";"2025-06-24 16:34:19";"Push";"3000";"Front Raise (Cable)";"17";"15.0";"13";"";"";"";"";""
"97";"2025-06-24 16:34:19";"Push";"3000";"Front Raise (Cable)";"18";"9.5";"11";"";"";"";"";""
"97";"2025-06-24 16:34:19";"Push";"3000";"Front Raise (Cable)";"19";"8.0";"10";"";"";"";"";""
"97";"2025-06-24 16:34:19";"Push";"3000";"Triceps Pushdown (Cable - Straight Bar)";"20";"34.5";"13";"";"";"";"";""
"97";"2025-06-24 16:34:19";"Push";"3000";"Triceps Pushdown (Cable - Straight Bar)";"21";"44.0";"14";"";"";"";"";""
"97";"2025-06-24 16:34:19";"Push";"3000";"Triceps Pushdown (Cable - Straight Bar)";"22";"33.0";"11";"";"";"";"";""
"97";"2025-06-24 16:34:19";"Push";"3000";"Triceps Extension (Cable)";"23";"33.5";"10";"";"";"";"";""
"97";"2025-06-24 16:34:19";"Push";"3000";"Triceps Extension (Cable)";"24";"28.5";"12";"";"";"";"";""
"97";"2025-06-24 16:34:19";"Push";"3000";"Triceps Extension (Cable)";"25";"26.5";"10";"";"";"";"";""
"98";"2025-06-26 09:31:27";"Pull";"4500";"Running (Treadmill)";"1";"";"";"";"903.0";"284.0";"";""
"98";"2025-06-26 09:31:27";"Pull";"4500";"Lat Pulldown (Cable)";"2";"59.5";"9";"";"";"";"";""
"98";"2025-06-26 09:31:27";"Pull";"4500";"Lat Pulldown (Cable)";"3";"51.5";"11";"";"";"";"";""
"98";"2025-06-26 09:31:27";"Pull";"4500";"Lat Pulldown (Cable)";"4";"50.0";"12";"";"";"";"";""
"98";"2025-06-26 09:31:27";"Pull";"4500";"Lat Pulldown (Cable)";"5";"40.0";"10";"";"";"";"";""
"98";"2025-06-26 09:31:27";"Pull";"4500";"Seated Wide-Grip Row (Cable)";"6";"45.5";"12";"";"";"";"";""
"98";"2025-06-26 09:31:27";"Pull";"4500";"Seated Wide-Grip Row (Cable)";"7";"60.5";"11";"";"";"";"";""
"98";"2025-06-26 09:31:27";"Pull";"4500";"Seated Wide-Grip Row (Cable)";"8";"60.0";"8";"";"";"";"";""
"98";"2025-06-26 09:31:27";"Pull";"4500";"Seated Wide-Grip Row (Cable)";"9";"57.0";"10";"";"";"";"";""
"98";"2025-06-26 09:31:27";"Pull";"4500";"Reverse Fly (Machine)";"10";"17.0";"13";"";"";"";"";""
"98";"2025-06-26 09:31:27";"Pull";"4500";"Reverse Fly (Machine)";"11";"9.5";"13";"";"";"";"";""
"98";"2025-06-26 09:31:27";"Pull";"4500";"Reverse Fly (Machine)";"12";"14.5";"10";"";"";"";"";""
"98";"2025-06-26 09:31:27";"Pull";"4500";"Bicep Curl (Barbell)";"13";"32.5";"12";"";"";"";"";""
"98";"2025-06-26 09:31:27";"Pull";"4500";"Bicep Curl (Barbell)";"14";"27.0";"9";"";"";"";"";""
"98";"2025-06-26 09:31:27";"Pull";"4500";"Bicep Curl (Barbell)";"15";"23.5";"8";"";"";"";"";""
"98";"2025-06-26 09:31:27";"Pull";"4500";"Bicep Curl (Dumbbell)";"16";"15.5";"12";"";"";"";"";""
"98";"2025-06-26 09:31:27";"Pull";"4500";"Bicep Curl (Dumbbell)";"17";"16.5";"11";"";"";"";"";""
"98";"2025-06-26 09:31:27";"Pull";"4500";"Bicep Curl (Dumbbell)";"18";"15.5";"12";"";"";"";"";""
"99";"2025-06-27 19:42:27";"Leg Day";"4740";"Squat (Barbell)";"1";"94.0";"12";"";"";"";"";""
"99";"2025-06-27 19:42:27";"Leg Day";"4740";"Squat (Barbell)";"2";"75.0";"8";"";"";"";"";""
"99";"2025-06-27 19:42:27";"Leg Day";"4740";"Squat (Barbell)";"3";"97.0";"10";"";"";"";"";""
"99";"2025-06-27 19:42:27";"Leg Day";"4740";"Squat (Barbell)";"4";"55.5";"6";"";"";"";"";""
"99";"2025-06-27 19:42:27";"Leg Day";"4740";"Seated Leg Press (Machine)";"5";"144.5";"8";"";"";"";"";""
"99";"2025-06-27 19:42:27";"Leg Day";"4740";"Seated Leg Press (Machine)";"6";"155.5";"12";"";"";"";"";""
"99";"2025-06-27 19:42:27";"Leg Day";"4740";"Seated Leg Press (Machine)";"7";"167.0";"11";"";"";"";"";""
"99";"2025-06-27 19:42:27";"Leg Day";"4740";"Seated Leg Press (Machine)";"8";"134.0";"12";"";"";"";"";""
"99";"2025-06-27 19:42:27";"Leg Day";"4740";"Leg Extension (Machine)";"9";"49.0";"11";"";"";"";"";""
"99";"2025-06-27 19:42:27";"Leg Day";"4740";"Leg Extension (Machine)";"10";"45.0";"14";"";"";"";"";""
"99";"2025-06-27 19:42:27";"Leg Day";"4740";"Leg Extension (Machine)";"11";"35.0";"12";"";"";"";"";""
"99";"2025-06-27 19:42:27";"Leg Day";"4740";"Seated Leg Curl (Machine)";"12";"47.5";"10";"";"";"";"";""
"99";"2025-06-27 19:42:27";"Leg Day";"4740";"Seated Leg Curl (Machine)";"13";"37.0";"12";"";"";"";"";""
"99";"2025-06-27 19:42:27";"Leg Day";"4740";"Seated Leg Curl (Machine)";"14";"37.0";"12";"";"";"";"";""
"99";"2025-06-27 19:42:27";"Leg Day";"4740";"Hip Abductor (Machine)";"15";"75.5";"10";"";"";"";"";""
"99";"2025-06-27 19:42:27";"Leg Day";"4740";"Hip Abductor (Machine)";"16";"75.5";"13";"";"";"";"";""
"99";"2025-06-27 19:42:27";"Leg Day";"4740";"Hip Abductor (Machine)";"17";"77.5";"10";"";"";"";"";""
"99";"2025-06-27 19:42:27";"Leg Day";"4740";"Hip Abductor (Machine)";"18";"46.0";"11";"";"";"";"";""
"99";"2025-06-27 19:42:27";"Leg Day";"4740";"Hip Adductor (Machine)";"19";"52.5";"12";"";"";"";"";""
"99";"2025-06-27 19:42:27";"Leg Day";"4740";"Hip Adductor (Machine)";"20";"74.5";"13";"";"";"";"";""
"99";"2025-06-27 19:42:27";"Leg Day";"4740";"Hip Adductor (Machine)";"21";"45.5";"12";"";"";"";"";""
"99";"2025-06-27 19:42:27";"Leg Day";"4740";"Standing Calf Raise (Machine)";"22";"112.0";"14";"";"";"";"";""
"99";"2025-06-27 19:42:27";"Leg Day";"4740";"Standing Calf Raise (Machine)";"23";"134.5";"15";"";"";"";"";""
"99";"2025-06-27 19:42:27";"Leg Day";"4740";"Standing Calf Raise (Machine)";"24";"131.5";"15";"";"";"";"";""
"99";"2025-06-27 19:42:27";"Leg Day";"4740";"Standing Calf Raise (Machine)";"25";"121.0";"14";"";"";"";"";""
"100";"2025-06-30 17:03:02";"Push";"4140";"Running (Treadmill)";"1";"";"";"";"841.0";"339.0";"";""
"100";"2025-06-30 17:03:02";"Push";"4140";"Bench Press (Barbell)";"2";"73.0";"9";"";"";"";"";""
"100";"2025-06-30 17:03:02";"Push";"4140";"Bench Press (Barbell)";"3";"58.5";"6";"";"";"";"";""
"100";"2025-06-30 17:03:02";"Push";"4140";"Bench Press (Barbell)";"4";"80.5";"10";"";"";"";"";""
"100";"2025-06-30 17:03:02";"Push";"4140";"Bench Press (Barbell)";"5";"74.0";"7";"";"";"";"";""
"100";"2025-06-30 17:03:02";"Push";"4140";"Incline Chest Press (Machine)";"6";"57.0";"8";"";"";"";"";""
"100";"2025-06-30 17:03:02";"Push";"4140";"Incline Chest Press (Machine)";"7";"56.5";"8";"";"";"";"";""
"100";"2025-06-30 17:03:02";"Push";"4140";"Incline Chest Press (Machine)";"8";"45.5";"8";"";"";"";"";""
"100";"2025-06-30 17:03:02";"Push";"4140";"Chest Fly";"9";"16.0";"13";"";"";"";"";""
"100";"2025-06-30 17:03:02";"Push";"4140";"Chest Fly";"10";"17.5";"15";"";"";"";"";""
"100";"2025-06-30 17:03:02";"Push";"4140";"Chest Fly";"11";"16.0";"10";"";"";"";"";""
"100";"2025-06-30 17:03:02";"Push";"4140";"Shoulder Press (Machine)";"12";"42.5";"8";"";"";"";"";""
"100";"2025-06-30 17:03:02";"Push";"4140";"Shoulder Press (Machine)";"13";"40.5";"9";"";"";"";"";""
"100";"2025-06-30 17:03:02";"Push";"4140";"Shoulder Press (Machine)";"14";"55.5";"9";"";"";"";"";""
"100";"2025-06-30 17:03:02";"Push";"4140";"Front Raise (Cable)";"15";"6.0";"10";"";"";"";"";""
"100";"2025-06-30 17:03:02";"Push";"4140";"Front Raise (Cable)";"16";"15.0";"12";"";"";"";"";""
"100";"2025-06-30 17:03:02";"Push";"4140";"Front Raise (Cable)";"17";"17.0";"12";"";"";"";"";""
"100";"2025-06-30 17:03:02";"Push";"4140";"Triceps Pushdown (Cable - Straight Bar)";"18";"24.5";"11";"";"";"";"";""
"100";"2025-06-30 17:03:02";"Push";"4140";"Triceps Pushdown (Cable - Straight Bar)";"19";"23.5";"11";"";"";"";"";""
"100";"2025-06-30 17:03:02";"Push";"4140";"Triceps Pushdown (Cable - Straight Bar)";"20";"44.0";"10";"";"";"";"";""
"100";"2025-06-30 17:03:02";"Push";"4140";"Triceps Pushdown (Cable - Straight Bar)";"21";"32.0";"10";"";"";"";"";""
"100";"2025-06-30 17:03:02";"Push";"4140";"Triceps Extension (Cable)";"22";"19.5";"10";"";"";"";"";""
"100";"2025-06-30 17:03:02";"Push";"4140";"Triceps Extension (Cable)";"23";"28.0";"11";"";"";"";"";""
"100";"2025-06-30 17:03:02";"Push";"4140";"Triceps Extension (Cable)";"24";"29.5";"10";"";"";"";"";""
"101";"2025-07-01 19:41:06";"Pull";"4560";"Pull Up";"1";"0.0";"6";"";"";"";"";""
"101";"2025-07-01 19:41:06";"Pull";"4560";"Pull Up";"2";"0.0";"7";"";"";"";"";""
"101";"2025-07-01 19:41:06";"Pull";"4560";"Pull Up";"3";"0.0";"5";"";"";"";"";""
"101";"2025-07-01 19:41:06";"Pull";"4560";"Lat Pulldown (Cable)";"4";"54.5";"10";"";"";"";"";""
"101";"2025-07-01 19:41:06";"Pull";"4560";"Lat Pulldown (Cable)";"5";"45.5";"10";"";"";"";"";""
"101";"2025-07-01 19:41:06";"Pull";"4560";"Lat Pulldown (Cable)";"6";"48.0";"8";"";"";"";"";""
"101";"2025-07-01 19:41:06";"Pull";"4560";"Seated Wide-Grip Row (Cable)";"7";"62.0";"12";"";"";"";"";""
"101";"2025-07-01 19:41:06";"Pull";"4560";"Seated Wide-Grip Row (Cable)";"8";"47.5";"12";"";"";"";"";""
"101";"2025-07-01 19:41:06";"Pull";"4560";"Seated Wide-Grip Row (Cable)";"9";"46.5";"10";"";"";"";"";""
"101";"2025-07-01 19:41:06";"Pull";"4560";"Reverse Fly (Machine)";"10";"13.5";"13";"";"";"";"";""
"101";"2025-07-01 19:41:06";"Pull";"4560";"Reverse Fly (Machine)";"11";"13.0";"12";"";"";"";"";""
"101";"2025-07-01 19:41:06";"Pull";"4560";"Reverse Fly (Machine)";"12";"16.5";"15";"";"";"";"";""
"101";"2025-07-01 19:41:06";"Pull";"4560";"Bicep Curl (Barbell)";"13";"27.5";"9";"";"";"";"";""
"101";"2025-07-01 19:41:06";"Pull";"4560";"Bicep Curl (Barbell)";"14";"24.5";"11";"";"";"";"";""
"101";"2025-07-01 19:41:06";"Pull";"4560";"Bicep Curl (Barbell)";"15";"30.5";"8";"";"";"";"";""
"101";"2025-07-01 19:41:06";"Pull";"4560";"Bicep Curl (Dumbbell)";"16";"13.0";"11";"";"";"";"";""
"101";"2025-07-01 19:41:06";"Pull";"4560";"Bicep Curl (Dumbbell)";"17";"16.5";"11";"";"";"";"";""
"101";"2025-07-01 19:41:06";"Pull";"4560";"Bicep Curl (Dumbbell)";"18";"16.5";"12";"";"";"";"";""
"102";"2025-07-03 16:05:16";"Leg Day";"4200";"Running (Treadmill)";"1";"";"";"";"1148.0";"419.0";"";""
"102";"2025-07-03 16:05:16";"Leg Day";"4200";"Squat (Barbell)";"2";"97.0";"6";"";"";"";"";""
"102";"2025-07-03 16:05:16";"Leg Day";"4200";"Squat (Barbell)";"3";"55.5";"11";"";"";"";"";""
"102";"2025-07-03 16:05:16";"Leg Day";"4200";"Squat (Barbell)";"4";"55.5";"8";"";"";"";"";""
"102";"2025-07-03 16:05:16";"Leg Day";"4200";"Squat (Barbell)";"5";"51.5";"12";"";"";"";"";""
"102";"2025-07-03 16:05:16";"Leg Day";"4200";"Seated Leg Press (Machine)";"6";"91.5";"9";"";"";"";"";""
"102";"2025-07-03 16:05:16";"Leg Day";"4200";"Seated Leg Press (Machine)";"7";"175.0";"9";"";"";"";"";""
"102";"2025-07-03 16:05:16";"Leg Day";"4200";"Seated Leg Press (Machine)";"8";"134.5";"8";"";"";"";"";""
"102";"2025-07-03 16:05:16";"Leg Day";"4200";"Seated Leg Curl (Machine)";"9";"35.5";"11";"";"";"";"";""
"102";"2025-07-03 16:05:16";"Leg Day";"4200";"Seated Leg Curl (Machine)";"10";"51.0";"10";"";"";"";"";""
"102";"2025-07-03 16:05:16";"Leg Day";"4200";"Seated Leg Curl (Machine)";"11";"40.5";"15";"";"";"";"";""
"102";"2025-07-03 16:05:16";"Leg Day";"4200";"Hip Abductor (Machine)";"12";"69.5";"12";"";"";"";"";""
"102";"2025-07-03 16:05:16";"Leg Day";"4200";"Hip Abductor (Machine)";"13";"76.5";"10";"";"";"";"";""
"102";"2025-07-03 16:05:16";"Leg Day";"4200";"Hip Abductor (Machine)";"14";"59.5";"12";"";"";"";"";""
"102";"2025-07-03 16:05:16";"Leg Day";"4200";"Hip Adductor (Machine)";"15";"54.0";"11";"";"";"";"";""
"102";"2025-07-03 16:05:16";"Leg Day";"4200";"Hip Adductor (Machine)";"16";"74.0";"12";"";"";"";"";""
"102";"2025-07-03 16:05:16";"Leg Day";"4200";"Hip Adductor (Machine)";"17";"73.0";"13";"";"";"";"";""
"102";"2025-07-03 16:05:16";"Leg Day";"4200";"Hip Adductor (Machine)";"18";"72.5";"10";"";"";"";"";""
"102";"2025-07-03 16:05:16";"Leg Day";"4200";"Standing Calf Raise (Machine)";"19";"128.5";"17";"";"";"";"";""
"102";"2025-07-03 16:05:16";"Leg Day";"4200";"Standing Calf Raise (Machine)";"20";"146.0";"18";"";"";"";"";""
"102";"2025-07-03 16:05:16";"Leg Day";"4200";"Standing Calf Raise (Machine)";"21";"137.0";"17";"";"";"";"";""
